,user,location,text,time_creation,id
120,musicfoodlife2,Australia ,"@MotherJones WTF, was that. Seriously, yeh they have your back. How quickly you forgot about GFC, now COVID deaths.… https://t.co/TgRoDYFVEl",2020-08-30 10:53:48,1300023910184886273
121,ImreMr,"Switzerland, Togo",@WiseTakes *besides the covid hoax also ending,2020-08-30 10:53:47,1300023909526450177
122,primrosepoet_,Local,How can I get a COVID swab &amp; the woman said feel free to come back anytime 😂,2020-08-30 10:53:47,1300023906800226309
123,KDegesio,Philadelphia PA,@realDonaldTrump You will NEVER match @NYGovCuomo .  You forced them to pay more for supplies abroad while… https://t.co/TezvTkUaPa,2020-08-30 10:53:46,1300023905256648704
124,bpmunchkinmom,,@wbowen333 You are being manipulated. This is not new information. We’ve known from the beginning that certain risk… https://t.co/lX9kJaPVub,2020-08-30 10:53:46,1300023903696412672
125,OuelletDarin530,"Roseville, CA",COVID-19 has stopped everything except Racism and Police Brutality it isn’t black vs white black vs Latin or white… https://t.co/H5liGAypfD,2020-08-30 10:53:45,1300023900877750273
126,epicunderground,"Kansas, USA",Hmm..i wonder why!?! 💰💰💰💰💰💰FDA expands emergency use of Gilead's remdesivir in hospitalized COVID-19 patients | Fox… https://t.co/eJqmWxItEA,2020-08-30 10:53:45,1300023900642963459
127,SanjayFBPEUK,"London, England","@NTravel76 @RealDeniseWelch You just made my point (ignoring mortality rate which may be higher)

In the stats some… https://t.co/gd9ejsa5OK",2020-08-30 10:53:45,1300023900248702979
128,monkey_viral,Globe & Beyond,"#Covid Hits Minorities Hardest, but Data Often Doesn’t Show It – MedLancr is now trending on… https://t.co/sZkafpULlR",2020-08-30 10:53:45,1300023899846049792
129,BENFOOTISONLINE,The St. Petersburg Troll Factory,I’m at the point with this shit where I want Putin to stick me with that fucked up covid vaccine,2020-08-30 10:53:44,1300023896012460033
130,TonyGosling,"Bristol, UK","– Tory/Marvin Rees' 'War' On Special Needs Children
– #NUJ Fight BBC West Region Cuts
– Weak #D614G Covid-19 Strain… https://t.co/0W6hIjOPd7",2020-08-30 10:53:44,1300023895777570816
131,shz12000,,Global News Pakistan -Plasma Donation By Shincheonji Church Facilitates Development Of The Vaccine For COVID-19… https://t.co/JcXaD1oVLm,2020-08-30 10:53:44,1300023895076921345
132,Team1David,,@AnselmGibbs @tv6tnt T&amp;T citizens and foreigners who are covid-19 asymptomatic (immune) are criminal elements. Gove… https://t.co/47lwEUZt47,2020-08-30 10:53:43,1300023890601742336
133,Sianne96,United Kingdom,@AndrewEllis__ @ImStallionTV Thank you cutie! Will definitely have to get you over after Covid has calmed down!❤️,2020-08-30 10:53:43,1300023889146384384
134,keithg811,,"@james_blue_cat @SuziKayael Generally the ""hoax people"" and those who feel the response is disproportionate are cal… https://t.co/q3qRPP8ZEE",2020-08-30 10:53:42,1300023886206115845
135,JohnRoss43,Beijing/London,"National Education Union attracts 50,000 new members during covid pandemic https://t.co/icGXM8gtA5",2020-08-30 10:53:42,1300023886193532929
136,Fitz_Pri_School,,"School will be e:mailing updated information for parents in the coming days, taking into account the updated guidan… https://t.co/BpDoC0EqNS",2020-08-30 10:53:42,1300023884595560448
137,Need2Lungs,"Galax, VA",@LauraLynnTT It is sad with your audience that you would put  misinformation out like this. 6% died from covid alon… https://t.co/VzRS4a6ycz,2020-08-30 10:53:41,1300023881542008832
138,ashvin_hbr,,@fayedsouza it only goes to show more weightage is given to a death of a star whereas the deaths of 1000 of common… https://t.co/ATiKpp8Eri,2020-08-30 10:53:41,1300023881462235138
139,pjteacher55,,@KrisAnneHall If Covid took 1 day off their life span they died from the trump virus.,2020-08-30 10:53:41,1300023881147842560
140,beakyann,"Hull, England","@DPJHodges Covid has changed the world, it’s not for customers to risk their health trying to save a business, if a… https://t.co/WM5EPPYQ7v",2020-08-30 10:53:40,1300023879927300096
141,gok_Online,"Gokarneshwor-6,kathmandu","With spike of 78,761 new cases, India's COVID-19 tally crosses 35-lakh mark
https://t.co/4t0zswfyCk https://t.co/yFI0rasABK",2020-08-30 10:53:40,1300023879373471745
142,SillySilicon,,@MKBQHD @Flipkart @r3dash @nirmaltv @sandeep9sarma @aatechnology_in Have look at Dell Inspiron 5490 on dell officia… https://t.co/9QvgKNwzKP,2020-08-30 10:53:40,1300023878060617728
143,dmt2323_,,"@3x3PLL @CarmineSabia If you have asthma and you get Covid and die, you died from Covid, not asthma.",2020-08-30 10:53:40,1300023877834285056
144,Dr_Aqsa_Shaikh,"Delhi, India","More than 70 thousand people are getting infected with CoVid every single day !
But hey!!
Let the games begin! 
One… https://t.co/OGD0HmiiNu",2020-08-30 10:53:39,1300023874273177600
145,earthchyk,"New York, NY",@thehill COVID-45 should stay behind the barb wire fences of the WH 🙄‼️,2020-08-30 10:53:39,1300023873702957057
146,AnupPan16488370,Kathmandu Nepal,Highest palindrome cases 1221new covid-19 case confirmed in nepal today😭😭,2020-08-30 10:53:39,1300023872830410752
147,drdouggreen,"Endicott, New York","Poop Power Fighting COVID / The Science of Cycling / Big Data, Small Farms: DrDoug's NetNuggets #edchat #cpchat… https://t.co/EEITVqCmL9",2020-08-30 10:53:38,1300023871853203456
148,OMunyabuhoro93,Rwanda,"@Mshanga3P @MagufuliJP Sure, the results are very predictable even from the other part. However he's managed Covid… https://t.co/7zdpcTBw7T",2020-08-30 10:53:38,1300023869345013768
149,sentimenticls,"Sonipat, India",@salman_144 @AjaySos14 @AliHasnain40 @spectatorindex O.....very large portion of Covid patients remain asymptomatic… https://t.co/NxIjf8hXca,2020-08-30 10:53:38,1300023868585775105
0,dnsldhksl43,,LoversGh-Global Leaders Urge South Korean Government and the UN to Correct Religious Oppression in the Name of COVI… https://t.co/dv2hxoOLEh,2020-08-30 10:53:37,1300023865142173697
1,MeidasTouch,,"Trump retweeted a Q supporter this morning disputing the number of COVID deaths. How disrespectful to the over 180,… https://t.co/yQcH39UWb7",2020-08-30 10:53:36,1300023862407524352
2,Thuxedo,Nairobi,What are people that go to eat at restaurants wearing masks for? Decoration? How do you eat? How will you tell if I… https://t.co/F0IEFbvmwb,2020-08-30 10:53:36,1300023862118289409
3,SabrinaSouth7,always in your head.,@BetaChaste @Goddess_Jewels Keep doing you. Instadommes are the biggest pest since covid. They've invaded NSFW twit… https://t.co/w3rfMFd658,2020-08-30 10:53:36,1300023862051168256
4,elldwards,,the fact dancing isn’t allowed anywhere during covid like.. I understand but also sometimes u just need to dance wi… https://t.co/4T41RyOHlh,2020-08-30 10:53:36,1300023860042125312
5,luvvlizaa,,@jaggedlittlehil I’m not forgiving shit post that pic on the right if it’s gon look like that I hate this shit covi… https://t.co/3HQVIeMTIh,2020-08-30 10:53:35,1300023858012082177
6,SmokeyStafford,"Bigdogupya, Australia🇦🇺","@IowaPeg @LadWithAutism @addisoncduke @andre_darnell I know what you're saying, and I'm an Aspie.  I think he's ful… https://t.co/6gCNUaPZDN",2020-08-30 10:53:35,1300023857990967297
7,klampettsen,Earth,@IsRowden @Dean90705847 @Cash_1974 You're livestock. Far-right livestock. I'm glad you imagine covid-19 is a conspi… https://t.co/aCgfO29kom,2020-08-30 10:53:35,1300023856095256577
8,bopinion,Worldwide,"Many Covid-19 patients keep feeling sick for months after infection. 

Known as “long haulers,” there may be hundre… https://t.co/YhXP5Uji6R",2020-08-30 10:53:35,1300023855210287104
9,ramansrikanth,,"@MinhazMerchant @Tweet2Rhea Partial truth, Sir. @navikakumar ji @RShivshankar &amp; @republic are working as if they ar… https://t.co/qDjU5ERIKt",2020-08-30 10:53:34,1300023852626358272
10,pukeuprainbows,"Washington, USA","@washingtonpost Could we just stop shooting each other? We're already losing 1,000+ lives a day to covid, let's not… https://t.co/JYCD1hQXPO",2020-08-30 10:53:34,1300023852223746051
11,Shriss_,,"My future kid - what were you doing during the COVID pandemic?
ME - I WAS BUSY COMPLETING ASSIGNMENTS AND TAKING MY… https://t.co/T0nQ2EMOxq",2020-08-30 10:53:33,1300023850390888450
12,SaintSdumo,"Lamontville, South Africa",My friend's boyfriend tested positive for Covid over a month ago and he only just told her now 😭😭😭,2020-08-30 10:53:33,1300023850369978368
13,MyInfo77965506,,@JoyAnnReid How many snarky rude tweets have you put out criticizing the mobs reeking havoc in our cities? You are… https://t.co/OtBCl0OxH1,2020-08-30 10:53:33,1300023849661140992
14,QckDaddyCoze,,"Only 9,210 Americans Died From COVID-19 Alone – Rest Had Different Other Serious Illnesses https://t.co/2y4ZCwfyB7",2020-08-30 10:53:33,1300023849585700866
15,GoGreenae,Global,ACME Intralog Plans Expansion To Meet Strong Demand For Warehouse Automation Amidst COVID Associated Supply Chain D… https://t.co/CfAzTuZiKB,2020-08-30 10:53:32,1300023845454311425
16,Tom50107919,,@trumpistan45 @10tpdx @realDonaldTrump Covid numbers were inflated,2020-08-30 10:53:32,1300023844225331200
17,nagpapanic,"Pasig City, National Capital Region","Avoid Crowding, Indoors, low Ventilation, Close proximity, long Duration, Unmasked, Talking/singing/Yelling (“A CIV… https://t.co/xRFc4bk9EG",2020-08-30 10:53:31,1300023841784291328
18,NicoleArumugam,,@Otto_English Oh god I hope you’re wrong. Think the COVID denying republicans will be out voting in force while the… https://t.co/OVoufxkQuK,2020-08-30 10:53:31,1300023839255134208
19,john__mikey,"Mechanicsburg, PA",@xxJasterxx hi we aren’t blasting anything at any parties anytime soon because we need COVID to stop spreading!,2020-08-30 10:53:31,1300023839179649026
20,truthbe53409180,,@GovAndyBeshear PanderAndy says he is so transparent . Andy should tell Stack and Thoroughman that it is time to Fe… https://t.co/gnnaaHdG5A,2020-08-30 10:53:30,1300023836147101697
21,GracieB79028133,,@FunnestBestest @SaraHaboubi1 @MlMcNamaraTD They didn’t move Covid patients into nursing homes! Get with the facts!,2020-08-30 10:53:28,1300023829113307137
22,Helen23499813,,@hill16_trueblue Most of them from Dublin seemingly. Covid on tour.,2020-08-30 10:53:28,1300023827964080128
23,ChampionshipCh3,"Leeds, England",@MrWhippyLeeds how on earth did you get Demi Moore to work trailer for you? Has she finished with Hollywood films d… https://t.co/X8u2KJfM6m,2020-08-30 10:53:28,1300023826693206016
24,TSSEliotTheTESL,,@NotALocke76 @oswhyteknits @_Nineteen96 @SayWordd_Sij @DavidDTSS before COVID (or during) belies that trend.,2020-08-30 10:53:27,1300023824419823616
25,spartacus12,Steel City,"@lnunezjr @LisaMarieBoothe So, apparently all the Democrats would be immune to COVID-19 just by switching to being… https://t.co/yyhKxfpbSZ",2020-08-30 10:53:27,1300023824172429312
26,MsS84550694,"Pietermaritzburg, South Africa",@Bahrainconnect the blood of innocent souls (Covid now this)is on the hands of the GOP,2020-08-30 10:53:26,1300023818350743553
27,OregonWolfman,"Springfield, OR ",@KristiTalmadge @KellzBellzzah Covid was politicized before it landed on our shores and was seen as a tool to grab… https://t.co/achJdV2LxF,2020-08-30 10:53:25,1300023814361772032
28,olamicheal_,"Lekki, Nigeria","Quick question:
With the latest development and emphasis on Nose and face masks, it seems COVID-19 can only be tran… https://t.co/GXGdXNUpiz",2020-08-30 10:53:25,1300023813996978179
29,epero_mike,,"Message to song writers, book writers and movie makers. Waiting this song, book or movie to be out soon:
""LOOTING I… https://t.co/geHGOTv1JO",2020-08-30 10:53:24,1300023813091008512
30,Alinherts,"Stevenage, East",@HHepplewhite The problem is that no one can give the number of UK deaths that are of covid. The Gov has made a com… https://t.co/PAsbYNKTtr,2020-08-30 10:53:24,1300023812516347905
31,Straticus2,"Palm Springs, CA",@SueBanski @Mr_B4719 @BrendaLeeNY Of course no mask. Covid has been in his rear view mirror a good long time now. H… https://t.co/ql7lEjnarZ,2020-08-30 10:53:23,1300023806975643649
32,REALLOVF,"ILORIN,KWARA STATE, NIGERIA",@DONJAZZY Am definitely going to be using my Vbank account once am back to receiving salary once covid-19 allow school to resume 🙏,2020-08-30 10:53:23,1300023805038014464
33,PandaScottish,,"What he said

Boris Johnson has always failed

He failed with brexit

He failed with covid

All he and his cult hav… https://t.co/lnzgOYkYBe",2020-08-30 10:53:21,1300023800050974720
34,kate_degerdon,,"We do need to raise taxes, I don't disagree. But are these the best targets?

https://t.co/hATklbYcym",2020-08-30 10:53:21,1300023799157587970
35,TheClearThinker,"Washington, DC",Martinsburg City Council eyes $100K for COVID-battered parks and rec system https://t.co/otuvDCf8bm,2020-08-30 10:53:21,1300023797635047425
36,shukla_pushkin,,"@DMKanpur : Respected sir : I visited Kanpur today as my father is covid+ve, and I am shocked to see that no one an… https://t.co/ETvauAdpRj",2020-08-30 10:53:20,1300023793763581953
37,wishgrantlotus,,"@JoeBiden https://t.co/nl5WCUiCk0 Given that the estimates were 2.2 million deaths in America, @realDonaldTrump has… https://t.co/uS7ORDInAM",2020-08-30 10:53:19,1300023791620370436
38,UnorthodoxRule,Dorovia,"@NattyJoe6 @Faithfuill If you had kidney disease but were getting treatments and otherwise living your life, then c… https://t.co/YV7PkGJZC2",2020-08-30 10:53:19,1300023790638858241
39,TommyDoc36,"Greenock, Scotland","@DAJCameron .
Why? Well, Boris Johnson, the UK Tory Prime Minister, followed a 'herd immunity' strategy, which mean… https://t.co/er50qEhZfs",2020-08-30 10:53:19,1300023789753896960
40,avelas,,Stayaway Covid instalada.,2020-08-30 10:53:18,1300023787283415042
41,TheGoodStatsMan,,Sadly our Life Post Covid survey shows this to be a widespread problem.  98% want us to restore the joy to life.… https://t.co/q183rKtSCu,2020-08-30 10:53:18,1300023787195334656
42,PuebloDalMiras,,@LBC @AndrewCastle63 How about doing what competent governments (those that have quashed COVID-19 and resumed relat… https://t.co/BamWdnMxEe,2020-08-30 10:53:18,1300023783877681152
43,robbo1_87,Asgard,@DeepakVagale @gauravbh @drharshvardhan still the qualified doctor was wrong abt covid wat back in feb when pappu w… https://t.co/0mPqVj8ajm,2020-08-30 10:53:17,1300023783428780033
44,YouMadBrooX3,"Orlando, FL",@CEO I feel bad for the people who can’t fully comprehend this tweet enough to see it’s a farce . Covid exacerbated… https://t.co/5x2zXTKqzd,2020-08-30 10:53:17,1300023781730250752
45,CPComm,,"""Living &amp; working locally is an old-fashioned concept that makes sense environmentally, and from a transportation p… https://t.co/W5sUssFijO",2020-08-30 10:53:16,1300023777934401537
46,hannahforsyth2,,Final student nurse shift on the Covid-symptom ward completed ✅ Privileged to have worked alongside some of the fin… https://t.co/Hx2wLuTj6G,2020-08-30 10:53:15,1300023775367434240
47,MumLiberal,"UK, EU, Latinamerica",My brother’s ex moved to a different continent and he hasn’t seen his daughter since February due to Covid-19.,2020-08-30 10:53:15,1300023771554865152
48,DiskoRed,,"@Charlotte3003G Most populations are going along with Lockdown, because they've been scared into it by their Govts.… https://t.co/fpWGxMDy5J",2020-08-30 10:53:14,1300023767792574467
49,samWill_5,,"@FBowski @realDonaldTrump Get triggered covid is not trump mistake.
It's china mistake and who.

All around the glo… https://t.co/H4L1f04GFX",2020-08-30 10:53:14,1300023767142408194
50,SandipKChakrab2,"Kolkata, India",@RahulGandhi You are 100%correct Rahul ji.This PM should not do Man ki Baat.We don't want to know his Maan ki Baat.… https://t.co/nBlezox3fb,2020-08-30 10:53:13,1300023766081130497
51,Thenewworldfre1,,@simondolan I would suggest some of the money you collected could be used by offering a financial incentive to enco… https://t.co/KX9IgNrQIf,2020-08-30 10:53:13,1300023765141725185
52,Lougise,,"#BreakingNews 💉Brain Chip Medical Breakthrough 

🎢 Wall St Prepares for Dem Sweep

💣RNC: TV Ratings Bomb

🏠Home Sal… https://t.co/ofJUiOP92Z",2020-08-30 10:53:12,1300023759311695872
53,lvsue777,"Las Vegas, NV",@bblock29 I haven't seen friends or family since February. I only leave for food or drugs. I have been angry since… https://t.co/CRRq094E6l,2020-08-30 10:53:12,1300023759026270208
54,ConnDav14,,@RockboltG @PhilH23 No. The measures have saved very few people. Most of the deaths were in care homes. The average… https://t.co/hawPOmb5yM,2020-08-30 10:53:11,1300023758481240065
55,alanmehdizadeh,West London,"Walking around a shop with no mask on doesn’t say ‘I’m tough, I ain’t scared of the Covid’.

It says ‘I couldn’t ca… https://t.co/S40SQw7WHl",2020-08-30 10:53:11,1300023758481231874
56,Michell88049695,,@fact_covid In a #Covid-19 world https://t.co/TFHqhaVtLk,2020-08-30 10:53:11,1300023758397280256
57,ashakakiran,Nepal,"With spike of 78,761 new cases, India's COVID-19 tally crosses 35-lakh mark
https://t.co/rQ3nMkyVtr https://t.co/rFERkJGo9m",2020-08-30 10:53:11,1300023755490471937
58,CedawPT,UK,#CedawPeoplesTribunal Women are more likely to struggle during Covid 19 pandemic through returning to work and subs… https://t.co/HI2SZcbm6F,2020-08-30 10:53:10,1300023752927911936
59,_AdrianWright,"Washington, DC","@realDonaldTrump Full on tweetstorm incoming. It’s not even 7am 👀

Are really awesome president would use this time… https://t.co/LkMZoC0etL",2020-08-30 10:53:10,1300023752579837953
60,annbish1959_ann,"North East, England",@Charlotte3003G I would like to see your evidence for those numbers and yes I may be all those things but I have wi… https://t.co/NusTNtBpNX,2020-08-30 10:53:08,1300023743696297986
61,_TanyaRobinson_,"Auckland, New Zealand","I see according to @Jasonwalls92 , that we're supposed to be incredibly angry with the government,  re: An incorrec… https://t.co/CEzYNt4eGE",2020-08-30 10:53:08,1300023742018453508
62,EidentJo,Scotland,An   indictment of our society and this #Tory #Gov  allowing #homelessness amongst the most #vulnerable https://t.co/YWSOQVQRza,2020-08-30 10:53:07,1300023740034580480
63,DavidP_0ffical,"London, England",@littllemel @realDonaldTrump I remembered certain doctors saying in a press release that were lumping all the death… https://t.co/Zx7d3tyWPD,2020-08-30 10:53:07,1300023739208343552
64,MaxiaZeta,Terf Island,"@lrclatworthy Him and Bill Gates want to trans the whole world with their covid vaccine microchip, innit",2020-08-30 10:53:07,1300023739070009345
65,wordsbyliam,Planet Earth,"Last night, I saw #Tenet in Imax. Save your money, it's not worth catching COVID to see this film. Nolan's worst ef… https://t.co/VyDnNd0maL",2020-08-30 10:53:07,1300023737891381249
66,SEvictions,re-locating,@OratorBlog @MBOKSR_MAGA Is this a joke?? Or a parody? . . . . . Covid #'s were all a hoax. Did the Biden care give… https://t.co/3Tgm5O0N5X,2020-08-30 10:53:06,1300023735165091841
67,_EKATAA,Nepal,"Covid-19 might just be a kind of a flu, those who have high immunity power may easily tackle with it with prescribe… https://t.co/50fal8UaDn",2020-08-30 10:53:05,1300023732841230339
68,marklobrien,"Lutherville, MD",“Not since the second world war have so many people in so many places been traumatised at once.” https://t.co/Ae8fEYleuo,2020-08-30 10:53:05,1300023730987560960
69,JoeClemente1,"Salt Spring Island, Canada","@MelissaAReed @davenewworld_2 It is a great place, none of that Covid here",2020-08-30 10:53:04,1300023728860872704
70,LorettaThomas5,"New York, NY",@RealJamesWoods @realDonaldTrump You’re not his judge &amp; jury. What have you done to better NY &amp; to provide for New… https://t.co/RlCfANKm7m,2020-08-30 10:53:03,1300023724943572992
71,UKs_Stupidity,,"We all want kids back in school, but as safely as possible for the entire country.
Your plans ignore the emerging e… https://t.co/FSFYB48gAh",2020-08-30 10:53:03,1300023723282628608
72,raanjan1201,,@dpradhanbjp And what about the loot in the name of covid by increasing prices of petro producs in recent days,2020-08-30 10:53:03,1300023722955292674
73,ScottieTakesOn,"Texas, USA","@davenewworld_2 @kfunk937 In TX n spite of gov's ""Mask Mandate""/signs outside WalMarts ""Facial Covering Required"" &amp;… https://t.co/SqPogicEsx",2020-08-30 10:53:03,1300023722926055424
74,alttalent,,@Sanatani29 @kapskom This is false. WHO declared Covid a Public Health Emergency of International Concern on 30th J… https://t.co/2mwzZvqpkN,2020-08-30 10:53:03,1300023722472910848
75,EccentricEnby,South Australia,@VerucaSalty76 @MandiraChowdury @mlewis3178 @Independent It's better than getting COVID and either being inflicted… https://t.co/8LB1OqhG2Y,2020-08-30 10:53:01,1300023715372048384
76,PWEmagazine1,"Tonbridge, England","COVID-19 – how business is adapting in the face of adversity
Read more 👉🏻 https://t.co/HIXU7jpz9X 
Plant &amp; Works En… https://t.co/iEiW5F3GRI",2020-08-30 10:53:01,1300023713652527105
77,edaptuk,UK,"Subscribe to Edapt this weekend and receive your first month for free! 🙌 

https://t.co/6ErTx3cj3F

We can support… https://t.co/GblOlw2Pnt",2020-08-30 10:53:00,1300023711676891136
78,DKimiyager,,"#MannKiBaat
The deep connection between festivals and the environment is known across the nation. As the nation cel… https://t.co/m5RCN5nAi5",2020-08-30 10:53:00,1300023710422724608
79,PaulSovrano,UK is an Islamic shithole,I was right all along in pretending to use the hand gel when entering shops.  https://t.co/KJJgfWuJol,2020-08-30 10:53:00,1300023710213115905
80,Dyncymraeg2,Australia,@Andrewy1000 @DavidLeyonhjelm @OzParadoxdotcom https://t.co/UtW1uOaogk it’s in here from the CDC in the USA ... onl… https://t.co/G7N1Y2IQr4,2020-08-30 10:53:00,1300023708564684802
81,NotTrueMeSafer,"California, USA",@amsodxb @GallopingGang @DavidOAtkins @WajahatAli The 2nd half of your tweet seemingly suggests fraudulent reportin… https://t.co/ScSr47VzJv,2020-08-30 10:52:59,1300023707591733248
82,jlpir1,,"online educ here to stay

Coronavirus update: Infections rise to more than 1,000 on University of Alabama campus https://t.co/aTfJVCKMQU",2020-08-30 10:52:58,1300023702508244993
83,FrankYonkof,Washington D.C.,"Coronavirus infections rise to more than 1,000 on University of Alabama campus https://t.co/OGdbtVyULJ",2020-08-30 10:52:58,1300023702390747137
84,MattamyWatch,"Oakville, Ontario","COVID-19 warnings issued for nine flights linked to Vancouver, Abbotsford https://t.co/8BOqcfAOFo",2020-08-30 10:52:58,1300023702055198720
85,jojomarks81,,"Worth the read and very informative. 

https://t.co/qSZqnNpcEl",2020-08-30 10:52:57,1300023698913718274
86,bazyjonesy,,"Masks ""protect yourself""
No. They do not. All of the science says that they do not.

N95 masks? Yes.
Everything els… https://t.co/ACWFGS4vry",2020-08-30 10:52:57,1300023697974210561
87,DCShefter,New York,"Oops.. the South leads again. University of Alabama, 1,200 students test positive. That didn’t take long. 

https://t.co/VF9FvF3s1B",2020-08-30 10:52:57,1300023697596649473
88,FLBigBass,"Florida, USA","BREAKING NEWS - CDC
@abcnews @cnn @msnbc 
 @cbsnews @Carolde @johncardillo 
 @NBCNewsHealth 
 @oann @eavesdropann… https://t.co/swJZwNzIGG",2020-08-30 10:52:57,1300023696980152326
89,JermaineWatkins,"Connecticut, USA",Trump really retweeted one of the Only 6% tweets about Covid-19. https://t.co/CMv9M1KvIf,2020-08-30 10:52:57,1300023696598470656
90,BernardBellow,"South East, England",@DerektheKopRed @DickDelingpole Victims come in many forms.  Lockdown measures and reduced healthcare access is lit… https://t.co/Va5mDDz7sf,2020-08-30 10:52:56,1300023691732975616
91,GeorgeVerge,,@KagutaMuseveni President Boss sebbo have you checked en seen doctor Stellah Immanuel en seen what she has for covid 19 🤔🤔🤔🤔🤔 try her today,2020-08-30 10:52:55,1300023689921134592
92,goyaNJ1," Brooklyn, New York",@drdavidsamadi @realDonaldTrump And Covid death rates low or zero in many areas....so why all the small business cl… https://t.co/4BJ6uK520h,2020-08-30 10:52:55,1300023688025309185
93,Pattersonruns,"Richmond, VA",@littllemel Only 6% died without an added cause of death. That's not remotely the same thing as saying only 6% died… https://t.co/Uo1v2p0vbz,2020-08-30 10:52:54,1300023684279791616
94,vinodbisen,Gondia,"@meforcarry @SonuSood @EduMinOfIndia @PMOIndia This way 
 
everything should be kept under lockdown till covid no g… https://t.co/IZd7JcoYxr",2020-08-30 10:52:54,1300023683650523136
95,alondemeaningly,,"I miss home

I miss my dad

I miss my boyfriend

I literally miss my family

Sana matapos na CoViD ugh pls",2020-08-30 10:52:53,1300023679300980738
96,Skipper6758,,"They said that all along.
The sad part is that in 43% of Americans have comorbitities.
Just because it kills a fat… https://t.co/rCiCglaE0P",2020-08-30 10:52:52,1300023676335726592
97,NoseyPa80183545,"Brighton, England","@jw365 @DPJHodges You must be in awe of supermarket workers, some teachers, bus drivers et al that worked from the… https://t.co/1LaLY0PDGv",2020-08-30 10:52:51,1300023672829349889
98,ShaqsBBC,,@CynthiaWard19 @Irish_Gangster Cynthia if you think these numbers are even remotely recorded accurately you're wron… https://t.co/HJefT30Tis,2020-08-30 10:52:50,1300023670191149056
99,CleophasIsaac,Mystic Falls,Tanzania not giving a damn about Covid imeanza kuleta matunda na wasanii wetu bana,2020-08-30 10:52:50,1300023667976531968
100,allaboutbelgaum,"Belgaum, India",This team of volunteers in the past couple of months have kept humanity alive and have performed last rites on the… https://t.co/A13TWE9dF6,2020-08-30 10:52:49,1300023664818098176
101,VGamer92,"Illinois, USA",@follow_sapien @rarelybelieve @SaltyDog_58 @itsJeffTiedrich @realDonaldTrump It should off because actually more pe… https://t.co/2WNnUltiMl,2020-08-30 10:52:49,1300023663861923840
102,martinbritnell,In the middle of nowhere,@oldskoolgemmaa My dentist cancel my check up for November in June! It’s ridiculous that the NHS has literally clos… https://t.co/fmKirDLJhL,2020-08-30 10:52:49,1300023663815806976
103,Bill81797158,"Melbourne, Victoria",@darrengilmore6 Minority are spreading covid,2020-08-30 10:52:49,1300023662553169921
104,TrotOpossum,,@elizabethprata Covid is highly transmissible and the United States doesn’t have good testing. False reads can eith… https://t.co/4yTnmXye8z,2020-08-30 10:52:47,1300023657901760512
105,mel6520,USA,@Marjori71699001 @auburn_iam @PopWrapped @tedwheeler @realDonaldTrump Blame the ppl at fault. Local government dete… https://t.co/nZffBP7iqY,2020-08-30 10:52:47,1300023657188687873
106,moyrascott,Brighton,I bloody love wild art journaling.  I didn’t realise quite how fed up I was.  So fed up of COVID-19 and all the shi… https://t.co/b2cVIVTfZA,2020-08-30 10:52:47,1300023657041985536
107,CarmenStanescu2,"Braila, Romania",The Robocop Police State Is Here:  New Police Helmet Scans For Signs Of Mythical COVID-19 &amp; Uses Facial Recognition https://t.co/lftkPLNkRe,2020-08-30 10:52:47,1300023655242649601
108,SomaSek85998202,"Seoul, Republic of Korea",@realDonaldTrump Stop exams in India . Covid cases are 80k per day,2020-08-30 10:52:46,1300023651626934274
109,GrillMaster02,"Near Hershey, PA",@tsave31 @nooksports @Premier1Events @PIAASports @piaadistrict3 I guess you didn't read the latest… https://t.co/NV6UuU3riQ,2020-08-30 10:52:46,1300023651560050688
110,Joeytr1986,,@ScottRi92186056 @Christo93589425 @tommyhawk95 @JoeBiden Neither of them would be accountable for the deaths. The v… https://t.co/kbCnjeEcpA,2020-08-30 10:52:46,1300023650343559169
111,Terpenes10,,@Pamhaze @mikefromohio13 @ToddWal47945939 @littllemel @VincentCrypt46 Well they probably would’ve lived it wasn’t for covid.,2020-08-30 10:52:44,1300023643859189760
112,BenGilby1,Surrey,@daisy_wildsmith @BrentfordFC @SkyBetChamp I think the issue was the drinks break that the @EFL brought in post cov… https://t.co/zF5R1OfOwy,2020-08-30 10:52:44,1300023643448238080
113,SriniSivabalan,"London, England","Just as India is setting world records for daily Covid cases, and there's no sign of peaking, the economy is openin… https://t.co/f4tt1zDC8x",2020-08-30 10:52:44,1300023642366017537
114,GFunkade,NYC,"@syt4l @mikemo45 @JoeBiden Protests started after COVID hahahah

#russianbot is short curcuiting!

lololol",2020-08-30 10:52:43,1300023640424165376
115,bit_alexis,,@blax716 @breadmendoitok @littllemel In addition they are finding those who survived COVID are not returning to the… https://t.co/TasbY8aV2V,2020-08-30 10:52:42,1300023636993040384
116,ErinMHarding,Deep South Georgia ,@TylerLeeConway They’ve got a lawsuit to win on Sept.4th! Of course no one has got the COVID!,2020-08-30 10:52:41,1300023632761163776
117,DymentLewis,,"@jonjo_6969 @jodie_sampson @mrjamesob Great l, if weren’t for Covid it would be even better. 

Plenty of opportunit… https://t.co/zfl4DZKAqm",2020-08-30 10:52:41,1300023632501014528
118,DailyNews_lk,"Lake House, Sri Lanka","#India sets new world #record with 78,761 #coronavirus cases in one day

https://t.co/veHEFPFo3E

#COVID_19… https://t.co/Olha7wbKuw",2020-08-30 10:52:41,1300023630831611905
